x;y;u;v;column;row
0.6207;1.0000;0.6204;1.0001;18;19
0.6552;1.0000;0.6548;0.9997;19;19
0.6897;1.0000;0.6892;0.9994;20;19
0.7241;1.0000;0.7237;0.9993;21;19
0.7586;1.0000;0.7583;0.9992;22;19
0.7931;1.0000;0.7930;0.9992;23;19
0.8276;1.0000;0.8278;0.9993;24;19
0.8621;1.0000;0.8628;0.9993;25;19
0.8966;1.0000;0.8979;0.9990;26;19
0.9310;1.0000;0.9333;0.9984;27;19
0.9655;1.0000;0.9689;0.9971;28;19
1.0000;1.0000;1.0048;0.9950;29;19
