x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
51.3427505;570.3935547;1707.8032227;18.98;-83.07;160.70;-22.5359077;24.4440441;4.8019772;36.3578453;-0.4149480;0.4545473;0.0840071;0.7361285;0.8694953;0.6521214
