x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
322.3649292;682.0840454;1500.8540039;-161.64;-79.74;-16.10;-27.4719009;25.0393696;0.7040408;36.9652901;-0.5199439;0.4671445;0.0122884;0.7526047;0.9870884;0.7403162
