x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
747.8355713;146.2745667;1516.6513672;-96.11;-80.46;5.73;-25.4484768;26.9182281;1.3964050;37.3102150;-0.4758722;0.5077290;0.0243767;0.7620776;0.9836012;0.7377010
